eye_distance_px,face_height_px,face_area_ratio,head_tilt_h,head_tilt_v,label
79,142,0.0599,82.7764,-0.1266,head_up
78,142,0.0599,82.7764,-0.1251,head_up
79,142,0.0608,82.3796,-0.1276,head_up
78,143,0.0604,82.8264,-0.1273,head_up
78,143,0.0599,82.8264,-0.1249,head_up
79,143,0.0599,82.8264,-0.1241,head_up
78,142,0.0599,82.7764,-0.1241,head_up
78,142,0.0599,82.7764,-0.1231,head_up
78,142,0.0599,82.7764,-0.1231,head_up
79,142,0.0599,82.7764,-0.1229,head_up
79,142,0.0599,82.7764,-0.1222,head_up
79,142,0.0599,82.7764,-0.1235,head_up
79,142,0.0599,82.7764,-0.123,head_up
78,142,0.0599,82.7764,-0.1236,head_up
79,142,0.0599,82.7764,-0.1233,head_up
78,142,0.0599,82.7764,-0.1235,head_up
79,142,0.0599,82.7764,-0.1232,head_up
78,142,0.0599,82.7764,-0.1239,head_up
79,142,0.0599,82.7764,-0.125,head_up
78,142,0.0599,82.7764,-0.1236,head_up
79,143,0.0604,82.8264,-0.1241,head_up
78,143,0.0604,82.8264,-0.1234,head_up
79,143,0.0604,82.8264,-0.1222,head_up
79,143,0.0604,82.8264,-0.122,head_up
79,143,0.0608,82.8264,-0.1232,head_up
79,143,0.0608,82.8264,-0.1227,head_up
79,143,0.0604,82.8264,-0.1231,head_up
78,143,0.0608,82.8264,-0.1224,head_up
78,143,0.0608,82.4323,-0.1226,head_up
80,143,0.0608,82.8264,-0.1211,head_up
79,143,0.0608,82.8264,-0.1226,head_up
79,143,0.0612,82.4323,-0.1234,head_up
79,143,0.0608,82.4323,-0.1225,head_up
79,143,0.0608,82.8264,-0.1219,head_up
79,143,0.0608,83.2212,-0.1218,head_up
79,143,0.0608,83.2212,-0.1228,head_up
79,143,0.0608,82.8264,-0.1202,head_up
79,143,0.0612,82.8264,-0.1217,head_up
79,144,0.0612,82.8757,-0.1223,head_up
79,144,0.0612,82.8757,-0.1196,head_up
79,144,0.0608,82.8757,-0.1205,head_up
79,144,0.0612,82.4843,-0.12,head_up
79,144,0.0612,82.4843,-0.1189,head_up
79,144,0.0612,82.4843,-0.1202,head_up
79,144,0.0608,82.4843,-0.1201,head_up
79,143,0.0612,82.4323,-0.1202,head_up
79,144,0.0612,82.4843,-0.1218,head_up
79,144,0.0612,82.4843,-0.1202,head_up
79,143,0.0612,82.4323,-0.1209,head_up
79,144,0.0612,82.8757,-0.1214,head_up
79,144,0.0612,82.4843,-0.1185,head_up
79,144,0.0612,82.8757,-0.1192,head_up
79,144,0.0608,82.8757,-0.1191,head_up
80,144,0.0608,82.8757,-0.1189,head_up
79,144,0.0617,82.4843,-0.1204,head_up
79,144,0.0608,82.4843,-0.119,head_up
79,144,0.0608,82.8757,-0.1182,head_up
80,144,0.0612,82.8757,-0.1193,head_up
79,144,0.0617,82.4843,-0.1191,head_up
79,144,0.0612,82.4843,-0.1191,head_up
79,144,0.0612,82.4843,-0.1198,head_up
79,144,0.0608,82.8757,-0.1209,head_up
79,145,0.0617,82.9244,-0.1197,head_up
79,145,0.0617,82.5355,-0.1189,head_up
79,145,0.0612,82.5355,-0.1183,head_up
79,145,0.0617,82.5355,-0.1194,head_up
79,144,0.0617,82.4843,-0.1188,head_up
79,144,0.0612,82.4843,-0.1204,head_up
80,144,0.0617,82.4843,-0.1191,head_up
79,145,0.0617,82.9244,-0.1191,head_up
116,228,0.1288,85.2371,0.0694,too_close
117,229,0.1323,85.2578,0.0787,too_close
116,230,0.1322,85.2784,0.0794,too_close
116,231,0.1335,85.0525,0.0793,too_close
116,231,0.1329,85.2987,0.0809,too_close
116,230,0.1329,85.2784,0.0819,too_close
117,231,0.1335,85.0525,0.083,too_close
117,231,0.1342,85.2987,0.0827,too_close
116,231,0.1335,85.2987,0.0821,too_close
117,231,0.1342,85.0525,0.082,too_close
116,230,0.1329,85.2784,0.0807,too_close
116,230,0.1329,85.2784,0.0818,too_close
116,231,0.1329,85.2987,0.0804,too_close
117,231,0.1329,85.2987,0.0817,too_close
117,230,0.1329,85.2784,0.0798,too_close
117,231,0.1335,85.2987,0.0806,too_close
117,231,0.1329,85.2987,0.083,too_close
116,231,0.1329,85.2987,0.0814,too_close
117,230,0.1329,85.2784,0.0798,too_close
116,231,0.1329,85.2987,0.08,too_close
116,230,0.1329,85.2784,0.0814,too_close
116,230,0.1329,85.2784,0.0817,too_close
116,231,0.1322,85.2987,0.0805,too_close
116,230,0.1329,85.031,0.0818,too_close
116,230,0.1329,85.2784,0.0807,too_close
117,231,0.1329,85.0525,0.0799,too_close
117,231,0.1335,85.0525,0.0821,too_close
117,230,0.1323,85.2784,0.082,too_close
117,230,0.1329,85.2784,0.0825,too_close
117,231,0.1335,85.0525,0.0804,too_close
117,231,0.1329,85.0525,0.0801,too_close
117,230,0.1329,85.2784,0.0807,too_close
116,230,0.1329,85.5259,0.0806,too_close
116,230,0.1322,85.2784,0.0823,too_close
117,230,0.1329,85.031,0.0811,too_close
117,230,0.1329,85.2784,0.0813,too_close
117,230,0.1329,85.2784,0.0808,too_close
116,230,0.1322,85.2784,0.083,too_close
116,230,0.1323,85.2784,0.0779,too_close
116,230,0.1322,85.5259,0.0814,too_close
116,230,0.1329,85.2784,0.0806,too_close
117,230,0.1322,85.2784,0.0809,too_close
117,230,0.1322,85.5259,0.0775,too_close
117,230,0.1322,85.2784,0.0805,too_close
116,230,0.1329,85.2784,0.0795,too_close
117,230,0.1322,85.5259,0.0802,too_close
116,230,0.1329,85.7735,0.0816,too_close
117,230,0.1322,85.5259,0.0806,too_close
117,230,0.1322,85.7735,0.0798,too_close
116,231,0.1327,85.7917,0.0788,too_close
116,231,0.1327,85.7917,0.0775,too_close
116,230,0.1322,85.5259,0.0793,too_close
116,230,0.1322,85.7735,0.0807,too_close
117,230,0.1329,85.5259,0.077,too_close
116,231,0.1322,85.5452,0.0788,too_close
116,231,0.1335,85.5452,0.0802,too_close
117,230,0.1329,85.7735,0.0805,too_close
117,231,0.1322,85.2987,0.0804,too_close
116,231,0.1322,85.5452,0.0804,too_close
116,230,0.1322,85.7735,0.0786,too_close
116,230,0.1322,85.7735,0.0794,too_close
116,230,0.1322,85.5259,0.0784,too_close
116,230,0.1322,85.5259,0.0787,too_close
116,230,0.1322,85.2784,0.0801,too_close
116,230,0.1322,85.5259,0.0795,too_close
116,230,0.1322,85.5259,0.0801,too_close
116,230,0.1322,85.5259,0.0828,too_close
117,230,0.1316,85.5259,0.0777,too_close
117,230,0.1322,85.5259,0.0796,too_close
117,230,0.1329,85.5259,0.0795,too_close
116,230,0.1322,85.7735,0.0802,too_close
116,231,0.1327,85.7917,0.082,too_close
116,230,0.1322,85.7735,0.0806,too_close
116,230,0.1329,85.7735,0.0798,too_close
116,230,0.1322,85.5259,0.0781,too_close
116,230,0.1322,85.7735,0.0799,too_close
116,231,0.1327,85.5452,0.0786,too_close
116,230,0.1322,85.5259,0.0795,too_close
116,230,0.1322,85.5259,0.0788,too_close
116,230,0.1322,85.5259,0.0777,too_close
116,230,0.1322,85.5259,0.0801,too_close
116,230,0.1322,85.5259,0.0793,too_close
116,230,0.1322,85.5259,0.0802,too_close
116,230,0.1322,85.5259,0.0796,too_close
116,230,0.1322,85.5259,0.0793,too_close
115,230,0.1322,85.5259,0.0806,too_close
116,230,0.1316,85.5259,0.0794,too_close
116,230,0.1329,85.5259,0.078,too_close
117,231,0.1322,85.5452,0.0788,too_close
115,230,0.1322,85.5259,0.0803,too_close
117,230,0.1322,85.5259,0.0811,too_close
116,230,0.1322,85.5259,0.08,too_close
116,230,0.1322,85.5259,0.08,too_close
116,230,0.1322,85.5259,0.0781,too_close
116,230,0.1322,85.5259,0.0796,too_close
116,230,0.1322,85.2784,0.0809,too_close
116,230,0.1314,85.5259,0.079,too_close
116,230,0.1322,85.7735,0.078,too_close
116,230,0.1322,85.7735,0.0787,too_close
116,230,0.1322,85.5259,0.0806,too_close
106,215,0.1144,84.6863,0.0649,too_close
108,215,0.1153,84.9506,0.0706,too_close
108,214,0.1153,84.6616,0.0732,too_close
108,214,0.1153,84.9271,0.0718,too_close
108,214,0.1153,84.9271,0.0739,too_close
108,214,0.1153,84.9271,0.0736,too_close
108,214,0.1153,84.9271,0.0725,too_close
107,214,0.116,84.9271,0.0735,too_close
107,214,0.1153,85.1928,0.073,too_close
108,214,0.1146,85.1928,0.0724,too_close
109,214,0.116,84.9271,0.073,too_close
108,214,0.116,85.1928,0.0743,too_close
108,214,0.116,85.1928,0.074,too_close
108,214,0.1153,85.1928,0.0728,too_close
108,214,0.116,85.1928,0.0725,too_close
108,214,0.1153,85.1928,0.0724,too_close
108,214,0.1153,84.9271,0.073,too_close
108,214,0.1153,85.1928,0.0725,too_close
108,214,0.1153,85.1928,0.0741,too_close
108,214,0.1153,84.9271,0.074,too_close
108,214,0.1153,84.9271,0.0738,too_close
108,214,0.1153,84.9271,0.0731,too_close
108,215,0.1158,85.2151,0.0725,too_close
108,215,0.1158,84.9506,0.0719,too_close
109,214,0.1153,84.9271,0.0744,too_close
109,215,0.1153,85.2151,0.0738,too_close
109,214,0.1153,84.9271,0.073,too_close
109,214,0.116,85.1928,0.0757,too_close
109,215,0.1166,84.9506,0.0753,too_close
108,215,0.1158,85.2151,0.0764,too_close
108,215,0.1158,85.2151,0.0775,too_close
108,215,0.1166,84.9506,0.0752,too_close
108,215,0.1166,84.9506,0.0774,too_close
108,215,0.1166,85.2151,0.0782,too_close
108,215,0.116,84.9506,0.0769,too_close
108,215,0.1166,85.2151,0.0768,too_close
108,214,0.116,84.9271,0.0765,too_close
108,215,0.1166,84.9506,0.0789,too_close
108,215,0.1166,85.2151,0.0777,too_close
108,215,0.1158,85.2151,0.0762,too_close
108,215,0.1166,85.2151,0.0778,too_close
108,215,0.1166,84.9506,0.0777,too_close
109,215,0.1166,85.2151,0.0756,too_close
108,216,0.1166,85.2371,0.076,too_close
108,216,0.1166,84.9738,0.0775,too_close
108,215,0.1166,85.2151,0.0759,too_close
108,215,0.116,85.2151,0.0745,too_close
108,215,0.1153,85.2151,0.0753,too_close
108,216,0.1166,85.2371,0.076,too_close
108,216,0.1166,85.2371,0.0781,too_close
108,216,0.1166,85.2371,0.0783,too_close
108,216,0.1158,85.2371,0.0771,too_close
109,216,0.1173,85.2371,0.0774,too_close
109,216,0.1166,85.2371,0.0776,too_close
108,215,0.116,84.9506,0.0781,too_close
108,216,0.1166,85.5006,0.0773,too_close
108,216,0.1173,85.2371,0.0776,too_close
108,216,0.1158,84.9738,0.0766,too_close
108,215,0.116,84.9506,0.0764,too_close
108,215,0.1153,85.2151,0.0744,too_close
108,215,0.1158,85.2151,0.0753,too_close
108,216,0.1171,85.5006,0.0739,too_close
108,216,0.1166,85.2371,0.0749,too_close
108,216,0.1171,85.2371,0.0752,too_close
108,215,0.1158,85.2151,0.0734,too_close
108,215,0.1158,85.2151,0.0736,too_close
108,215,0.1153,85.2151,0.0727,too_close
108,216,0.1158,85.5006,0.074,too_close
109,215,0.1153,85.2151,0.0752,too_close
108,216,0.1164,85.2371,0.0729,too_close
108,215,0.1166,85.2151,0.0743,too_close
108,215,0.1166,85.4798,0.0761,too_close
108,216,0.1171,85.2371,0.0756,too_close
109,216,0.1171,85.2371,0.074,too_close
109,216,0.1164,85.2371,0.0749,too_close
109,216,0.1171,85.2371,0.0748,too_close
109,216,0.1164,85.2371,0.0755,too_close
108,216,0.1171,85.5006,0.0749,too_close
109,216,0.1171,85.5006,0.0751,too_close
108,216,0.1171,85.5006,0.0747,too_close
108,215,0.1158,85.4798,0.073,too_close
108,215,0.1166,85.4798,0.0746,too_close
108,216,0.1171,85.5006,0.0743,too_close
108,216,0.1171,85.2371,0.0736,too_close
108,216,0.1171,85.5006,0.0764,too_close
108,217,0.1171,85.5213,0.0746,too_close
108,216,0.1171,85.5006,0.0762,too_close
108,216,0.1166,85.5006,0.0751,too_close
109,216,0.1171,85.5006,0.0776,too_close
108,216,0.1171,84.9738,0.0778,too_close
108,216,0.1171,85.2371,0.0778,too_close
108,216,0.1171,84.9738,0.0775,too_close
108,216,0.1178,85.2371,0.0766,too_close
108,217,0.1171,85.5213,0.0774,too_close
108,216,0.1171,85.5006,0.0765,too_close
109,216,0.1166,85.2371,0.0776,too_close
109,216,0.1171,85.2371,0.0764,too_close
109,216,0.1166,85.2371,0.0775,too_close
109,216,0.1166,85.2371,0.0777,too_close
109,216,0.1166,85.5006,0.0768,too_close
122,239,0.1443,85.6937,0.1256,too_close
123,233,0.1415,85.3389,0.1238,too_close
122,235,0.142,85.3784,0.1262,too_close
123,235,0.1421,85.1363,0.1226,too_close
123,236,0.1433,85.3979,0.1236,too_close
123,236,0.1426,85.3979,0.1222,too_close
123,235,0.1427,85.3784,0.1232,too_close
123,236,0.1427,85.3979,0.1211,too_close
123,235,0.142,85.3784,0.1221,too_close
122,236,0.1433,85.6392,0.1217,too_close
123,236,0.1433,85.6392,0.1244,too_close
124,236,0.1426,85.6392,0.1238,too_close
124,236,0.1426,85.6392,0.1241,too_close
123,236,0.142,85.6392,0.1215,too_close
123,236,0.1433,85.6392,0.1219,too_close
123,236,0.1433,85.6392,0.1239,too_close
123,236,0.1433,85.6392,0.1216,too_close
123,236,0.1426,85.3979,0.1229,too_close
123,236,0.1433,85.3979,0.1217,too_close
123,236,0.1433,85.3979,0.1207,too_close
123,236,0.1426,85.3979,0.1201,too_close
123,236,0.1433,85.3979,0.1209,too_close
123,237,0.1439,85.6575,0.1196,too_close
123,236,0.1433,85.6392,0.1202,too_close
123,236,0.1426,85.6392,0.1209,too_close
123,236,0.1426,85.6392,0.119,too_close
123,237,0.1426,85.4172,0.1182,too_close
123,237,0.1433,85.6575,0.1176,too_close
122,237,0.1433,85.6575,0.1174,too_close
122,236,0.1433,85.6392,0.1186,too_close
123,236,0.1433,85.6392,0.1184,too_close
123,237,0.1433,85.6575,0.1189,too_close
122,236,0.1433,85.6392,0.1161,too_close
122,236,0.1433,85.6392,0.118,too_close
123,236,0.1433,85.3979,0.1187,too_close
123,236,0.1433,85.3979,0.1188,too_close
123,236,0.1426,85.6392,0.1196,too_close
123,235,0.1427,85.6207,0.1179,too_close
123,236,0.1426,85.6392,0.1195,too_close
123,236,0.1426,85.6392,0.1197,too_close
123,236,0.1433,85.6392,0.1196,too_close
123,236,0.1426,85.3979,0.1177,too_close
123,236,0.1433,85.3979,0.1197,too_close
123,236,0.1433,85.3979,0.1199,too_close
122,235,0.1427,85.3784,0.1185,too_close
122,235,0.142,85.3784,0.1195,too_close
122,236,0.1427,85.6392,0.1188,too_close
123,235,0.1427,85.6207,0.1195,too_close
123,235,0.142,85.6207,0.1194,too_close
123,236,0.1426,85.3979,0.1187,too_close
123,236,0.1426,85.3979,0.1194,too_close
122,236,0.1433,85.3979,0.1204,too_close
122,236,0.1426,85.6392,0.1206,too_close
122,236,0.1426,85.3979,0.1207,too_close
123,236,0.1433,85.6392,0.1234,too_close
123,235,0.1421,85.3784,0.1222,too_close
122,236,0.142,85.6392,0.1202,too_close
123,235,0.1427,85.3784,0.1207,too_close
123,236,0.1427,85.6392,0.1224,too_close
123,236,0.1427,85.3979,0.1205,too_close
123,236,0.1427,85.3979,0.1216,too_close
123,236,0.1427,85.3979,0.1221,too_close
123,236,0.1427,85.6392,0.1218,too_close
123,236,0.1427,85.6392,0.1214,too_close
123,236,0.1427,85.3979,0.1196,too_close
122,235,0.1427,85.6207,0.1205,too_close
122,236,0.1427,85.6392,0.1199,too_close
122,236,0.142,85.3979,0.1181,too_close
123,236,0.1433,85.3979,0.1213,too_close
123,236,0.1426,85.3979,0.12,too_close
122,236,0.1426,85.3979,0.1191,too_close
123,236,0.1426,85.3979,0.1203,too_close
123,236,0.1426,85.6392,0.1193,too_close
122,236,0.1426,85.3979,0.1196,too_close
122,235,0.142,85.6207,0.1195,too_close
123,236,0.1427,85.6392,0.1193,too_close
123,236,0.1427,85.6392,0.1191,too_close
123,236,0.1427,85.6392,0.1183,too_close
123,235,0.1427,85.8631,0.1197,too_close
122,235,0.142,85.6207,0.1182,too_close
122,235,0.142,85.6207,0.1201,too_close
123,236,0.1427,85.6392,0.1193,too_close
123,235,0.142,85.6207,0.1215,too_close
123,235,0.142,85.6207,0.1194,too_close
123,235,0.1427,85.6207,0.1203,too_close
123,236,0.1433,85.6392,0.1212,too_close
123,235,0.1427,85.6207,0.1211,too_close
123,235,0.1427,85.6207,0.1199,too_close
123,235,0.1427,85.3784,0.1217,too_close
123,235,0.1427,85.6207,0.1229,too_close
122,235,0.1427,85.3784,0.1211,too_close
123,235,0.1427,85.6207,0.1216,too_close
123,235,0.1427,85.3784,0.1223,too_close
122,235,0.1427,85.3784,0.1219,too_close
122,235,0.1421,85.3784,0.1223,too_close
122,235,0.142,85.3784,0.1214,too_close
122,235,0.1421,85.3784,0.121,too_close
122,235,0.1427,85.3784,0.1195,too_close
122,235,0.1427,85.6207,0.1216,too_close
122,235,0.142,85.3784,0.1201,too_close
115,227,0.1305,85.2162,0.0813,too_close
114,226,0.1299,85.9511,0.0845,too_close
114,226,0.1299,85.9511,0.0852,too_close
114,226,0.1299,85.699,0.0841,too_close
114,226,0.1306,85.699,0.0839,too_close
115,226,0.1306,85.699,0.0836,too_close
114,226,0.1299,85.699,0.085,too_close
114,226,0.1299,85.699,0.0857,too_close
114,226,0.1299,85.699,0.0845,too_close
114,226,0.1299,85.699,0.0868,too_close
114,227,0.1306,85.7179,0.0861,too_close
114,227,0.1299,85.7179,0.0862,too_close
114,227,0.1299,85.7179,0.0859,too_close
114,227,0.1299,85.7179,0.0847,too_close
115,227,0.1306,85.7179,0.0869,too_close
114,227,0.1299,85.9689,0.0875,too_close
114,226,0.1299,85.9511,0.0873,too_close
114,226,0.1299,85.9511,0.0877,too_close
114,227,0.1299,85.7179,0.0851,too_close
114,226,0.1299,85.699,0.0873,too_close
114,226,0.1299,85.9511,0.0888,too_close
114,226,0.1299,85.699,0.0867,too_close
113,226,0.1299,85.699,0.0865,too_close
114,226,0.1299,85.699,0.086,too_close
113,226,0.1299,85.699,0.0856,too_close
114,226,0.1299,85.699,0.0853,too_close
114,226,0.1299,85.699,0.086,too_close
113,227,0.1299,85.7179,0.0868,too_close
114,226,0.1299,85.447,0.086,too_close
114,226,0.1299,85.447,0.087,too_close
114,225,0.1293,85.4268,0.088,too_close
114,226,0.1299,85.699,0.0876,too_close
114,225,0.1293,85.4268,0.0892,too_close
113,226,0.1299,85.699,0.0862,too_close
114,226,0.1291,85.699,0.0864,too_close
113,226,0.1299,85.699,0.087,too_close
113,226,0.1293,85.699,0.0899,too_close
113,226,0.1293,85.699,0.0891,too_close
114,226,0.1293,85.699,0.0892,too_close
114,225,0.1287,85.6799,0.0886,too_close
114,226,0.1293,85.699,0.0883,too_close
114,226,0.1293,85.699,0.0884,too_close
114,226,0.1293,85.699,0.0883,too_close
113,226,0.1286,85.699,0.088,too_close
114,226,0.1293,85.447,0.0894,too_close
114,226,0.1293,85.447,0.0885,too_close
113,226,0.1299,85.447,0.0857,too_close
113,226,0.1299,85.699,0.0861,too_close
113,226,0.1299,85.699,0.0861,too_close
113,225,0.1287,85.4268,0.0853,too_close
113,226,0.1291,85.699,0.0842,too_close
114,226,0.1291,85.447,0.0873,too_close
114,225,0.1286,85.4268,0.0856,too_close
114,226,0.1293,85.447,0.0846,too_close
114,226,0.1293,85.447,0.0854,too_close
114,226,0.1301,85.447,0.0853,too_close
114,226,0.1286,85.699,0.0857,too_close
113,227,0.1299,85.467,0.0857,too_close
113,226,0.1293,85.447,0.0853,too_close
113,225,0.1293,85.6799,0.0837,too_close
113,225,0.1293,85.4268,0.0853,too_close
113,226,0.1299,85.447,0.0853,too_close
113,226,0.1299,85.447,0.085,too_close
113,226,0.1293,85.447,0.0853,too_close
113,227,0.1299,85.467,0.0857,too_close
113,226,0.1299,85.447,0.0857,too_close
113,227,0.1299,85.467,0.0849,too_close
113,226,0.1293,85.447,0.0851,too_close
113,226,0.1293,85.447,0.0854,too_close
113,226,0.1293,85.699,0.0852,too_close
113,227,0.1299,85.7179,0.0861,too_close
113,226,0.1299,85.699,0.0859,too_close
113,227,0.1299,85.9689,0.0849,too_close
113,226,0.1299,85.699,0.0857,too_close
113,226,0.1299,85.447,0.0869,too_close
113,226,0.1299,85.447,0.0855,too_close
113,226,0.1299,85.447,0.0865,too_close
113,225,0.1293,85.4268,0.0853,too_close
113,226,0.1291,85.447,0.0859,too_close
114,226,0.1301,85.447,0.0884,too_close
113,225,0.1286,85.4268,0.0861,too_close
113,226,0.1293,85.447,0.0864,too_close
114,226,0.1286,85.447,0.0869,too_close
113,226,0.1293,85.447,0.0863,too_close
114,226,0.1286,85.447,0.0866,too_close
114,226,0.1299,85.447,0.0889,too_close
114,226,0.1299,85.447,0.0861,too_close
113,226,0.1299,85.447,0.0865,too_close
114,226,0.1299,85.447,0.0865,too_close
113,226,0.1299,85.447,0.0859,too_close
113,225,0.1293,85.4268,0.0874,too_close
113,227,0.1299,85.467,0.0874,too_close
114,226,0.1299,85.447,0.0846,too_close
113,227,0.1299,85.467,0.0875,too_close
113,227,0.1299,85.467,0.0869,too_close
113,226,0.1293,85.447,0.0863,too_close
113,226,0.1293,85.699,0.0858,too_close
113,226,0.1299,85.447,0.0866,too_close
113,227,0.1299,85.467,0.0859,too_close
113,227,0.1299,85.467,0.0871,too_close
54,106,0.0293,85.6847,-0.0027,too_far
56,111,0.0311,86.3922,-0.0014,too_far
56,112,0.0317,86.9341,0.0008,too_far
56,111,0.0321,86.3922,-0.0015,too_far
56,111,0.0321,86.3922,0.0009,too_far
56,111,0.0321,86.3922,0.0005,too_far
56,111,0.0317,86.3922,0.002,too_far
56,111,0.0317,86.3922,0.0005,too_far
56,111,0.0317,86.3922,0.0016,too_far
56,111,0.0317,86.3922,0.0003,too_far
56,111,0.0317,86.3922,0.0013,too_far
56,111,0.0317,86.3922,0.0012,too_far
56,112,0.032,86.4243,0.0023,too_far
56,112,0.032,86.4243,0.0019,too_far
56,112,0.0317,86.9341,0.0028,too_far
56,112,0.0321,86.4243,0.0033,too_far
56,112,0.0317,86.4243,0.001,too_far
55,112,0.0317,85.9151,0.0019,too_far
55,112,0.0317,85.9151,0.0027,too_far
55,112,0.0317,85.9151,0.0036,too_far
56,112,0.0317,85.9151,0.0037,too_far
56,112,0.0321,85.9151,0.003,too_far
56,112,0.0317,85.9151,0.0016,too_far
56,112,0.0321,86.4243,0.0009,too_far
56,112,0.0321,85.9151,0.0025,too_far
56,112,0.0321,85.9151,0.0032,too_far
56,112,0.0321,86.4243,0.0027,too_far
56,112,0.0321,86.4243,0.0028,too_far
56,111,0.0321,86.3922,0.0032,too_far
56,111,0.0317,86.3922,0.003,too_far
56,111,0.0317,86.3922,0.0029,too_far
56,111,0.0317,86.3922,0.0033,too_far
56,111,0.0317,86.3922,0.0029,too_far
56,111,0.0317,86.3922,0.0022,too_far
56,112,0.0324,86.4243,0.0026,too_far
56,111,0.0321,86.3922,0.0028,too_far
56,111,0.0321,86.3922,0.0027,too_far
56,111,0.0321,86.3922,0.0034,too_far
56,112,0.0324,86.4243,0.0034,too_far
56,112,0.0324,86.4243,0.0045,too_far
56,112,0.0324,86.4243,0.0046,too_far
56,112,0.0324,86.4243,0.0036,too_far
56,112,0.0324,86.4243,0.0037,too_far
56,112,0.0324,86.4243,0.0025,too_far
56,113,0.0324,86.4559,0.0023,too_far
56,112,0.0321,86.4243,0.0034,too_far
56,113,0.0324,86.4559,0.0037,too_far
56,112,0.0324,86.4243,0.005,too_far
56,112,0.0324,86.4243,0.0043,too_far
56,112,0.032,86.4243,0.0046,too_far
56,112,0.032,86.4243,0.0045,too_far
56,112,0.0324,86.4243,0.0036,too_far
56,112,0.0324,85.9151,0.0044,too_far
56,112,0.032,86.4243,0.0041,too_far
56,112,0.032,86.4243,0.0037,too_far
55,112,0.032,86.4243,0.0039,too_far
56,112,0.032,86.4243,0.004,too_far
56,112,0.032,86.4243,0.0043,too_far
56,112,0.032,86.4243,0.0039,too_far
55,112,0.032,86.4243,0.0041,too_far
55,112,0.032,86.4243,0.0039,too_far
56,112,0.032,86.4243,0.0042,too_far
55,112,0.032,86.4243,0.0034,too_far
56,112,0.032,86.4243,0.006,too_far
56,112,0.032,86.4243,0.0051,too_far
55,112,0.032,86.4243,0.0048,too_far
55,112,0.032,86.4243,0.0049,too_far
56,112,0.0324,85.9151,0.0052,too_far
55,112,0.032,86.4243,0.0052,too_far
56,112,0.0317,86.4243,0.0042,too_far
55,112,0.032,86.4243,0.0035,too_far
55,112,0.032,85.9151,0.0037,too_far
55,112,0.032,86.4243,0.0049,too_far
56,112,0.032,86.4243,0.0042,too_far
56,112,0.032,86.4243,0.0038,too_far
56,112,0.032,86.4243,0.0039,too_far
56,112,0.032,86.4243,0.005,too_far
55,112,0.032,86.4243,0.0045,too_far
56,112,0.0324,86.4243,0.004,too_far
56,112,0.0324,86.4243,0.0042,too_far
56,112,0.0324,86.4243,0.0049,too_far
56,112,0.0324,85.9151,0.0047,too_far
56,112,0.032,86.4243,0.0038,too_far
56,112,0.032,86.4243,0.0049,too_far
56,112,0.032,86.4243,0.0055,too_far
56,112,0.0324,85.9151,0.005,too_far
56,112,0.032,86.4243,0.0039,too_far
55,112,0.0324,85.9151,0.0045,too_far
56,112,0.032,86.4243,0.0039,too_far
55,112,0.032,85.9151,0.004,too_far
55,112,0.032,85.9151,0.0057,too_far
55,112,0.032,86.4243,0.0045,too_far
55,112,0.032,85.9151,0.0046,too_far
55,112,0.032,85.9151,0.0047,too_far
55,112,0.032,85.9151,0.0058,too_far
55,112,0.032,85.9151,0.0049,too_far
55,112,0.032,86.4243,0.0057,too_far
56,112,0.032,85.9151,0.0054,too_far
56,112,0.032,85.9151,0.0055,too_far
55,112,0.032,86.4243,0.0066,too_far
59,114,0.0341,86.9878,-0.0086,too_far
59,120,0.0358,87.1382,-0.0085,too_far
59,121,0.0358,87.6342,-0.0073,too_far
59,121,0.0362,87.1618,-0.0064,too_far
59,121,0.0366,87.1618,-0.0076,too_far
59,121,0.0362,87.1618,-0.0083,too_far
59,120,0.0359,87.6145,-0.009,too_far
59,120,0.0359,87.1382,-0.0074,too_far
60,121,0.0362,87.1618,-0.0076,too_far
60,120,0.0363,87.1382,-0.0082,too_far
60,120,0.0359,87.6145,-0.0085,too_far
60,121,0.0362,87.6342,-0.0085,too_far
60,120,0.0359,87.6145,-0.0088,too_far
60,121,0.0362,87.6342,-0.0072,too_far
60,120,0.0362,87.6145,-0.0063,too_far
60,121,0.0362,87.6342,-0.0071,too_far
60,120,0.0362,87.6145,-0.0057,too_far
60,120,0.0362,87.6145,-0.007,too_far
60,120,0.0362,87.1382,-0.0065,too_far
59,120,0.0362,87.6145,-0.0062,too_far
59,120,0.0362,87.6145,-0.0065,too_far
59,120,0.0362,87.6145,-0.0064,too_far
60,120,0.0362,87.6145,-0.0074,too_far
60,120,0.0362,87.6145,-0.0078,too_far
60,120,0.0362,87.6145,-0.0075,too_far
60,120,0.0366,87.6145,-0.0058,too_far
60,121,0.0369,87.6342,-0.0058,too_far
60,121,0.0373,87.1618,-0.0055,too_far
60,121,0.0365,87.6342,-0.0059,too_far
60,121,0.0365,87.6342,-0.0053,too_far
60,121,0.0365,87.6342,-0.0055,too_far
60,121,0.0369,87.6342,-0.006,too_far
60,121,0.0369,87.6342,-0.0052,too_far
60,122,0.0372,87.6536,-0.0049,too_far
60,122,0.0368,87.185,-0.0055,too_far
60,121,0.0362,87.6342,-0.0044,too_far
60,121,0.0369,87.6342,-0.0059,too_far
60,121,0.0373,87.6342,-0.0047,too_far
60,122,0.0376,87.6536,-0.0053,too_far
60,122,0.0376,87.6536,-0.0061,too_far
